state,county,total_population,percent_homeowners,percent_below_poverty,percent_fair_or_poor_health,percent_frequent_physical_distress,percent_adults_with_obesity,percent_frequent_mental_distress,percent_minorities,percent_insufficient_sleep,per_capita_income,percent_no_highschool_diploma,percent_unemployed_CDC,percent_excessive_drinking_cat,population_density_per_sqmi_cat
South Dakota,Lincoln,51396,77.46449674,3.7,9.264702717,7.604786882,30.3,8.003230952,6.1,24.24211269,36896.0,4.9,1.9,high,average_populated
South Dakota,Pennington,107298,68.82655168,13.8,13.82969098,10.4822959,28.5,10.01668216,19.4,24.59039559,27964.0,7.2,4.8,high,under_populated
South Dakota,Minnehaha,182014,63.65174753,11.6,11.61817691,9.139439079,32.3,9.402216449,16.1,26.0525473,28337.0,8.6,3.7,high,extremely_populated
Tennessee,Pickett,5096,81.46979261,16.5,20.00851537,13.5752659,31.2,14.65005271,3.1,33.64305916,20664.0,22.7,6.0,low,under_populated
Tennessee,Van Buren,5641,83.17152104,19.1,21.98943432,14.14744377,31.6,15.13632214,4.3,34.35931551,21348.0,19.5,11.7,low,under_populated
Tennessee,Moore,6314,82.9746349,10.4,16.88403838,11.63010447,24.9,12.88588845,6.4,33.80362881,30126.0,13.9,5.8,low,under_populated
Tennessee,Obion,30900,67.9826976,21.1,23.46263679,14.96049329,37.9,15.63778585,16.2,36.32506306,21650.0,17.1,10.8,low,under_populated
Tennessee,Marshall,31335,70.74179165,15.1,20.47329324,12.95161867,37.9,13.92348709,14.2,35.21058469,23407.0,16.0,8.4,low,average_populated
Tennessee,Claiborne,31701,70.34295211,22.3,22.00981309,14.17551045,26.0,15.06375291,4.5,35.20019776,19215.0,22.8,8.4,low,under_populated
Tennessee,Henry,32291,76.45830225,19.4,21.67072396,14.35905073,33.6,15.18023059,12.3,35.49963676,23090.0,15.7,7.9,low,under_populated
Tennessee,Rhea,32461,70.26413871,22.9,21.63885662,14.24628951,37.8,15.07584093,8.8,35.34614206,20888.0,24.1,8.0,low,over_populated
Tennessee,Knox,448164,64.5288515,16.2,16.67281645,12.059098,30.7,13.60170435,17.1,34.07411947,28980.0,9.4,6.2,high,extremely_populated
Tennessee,Davidson,667885,54.11924305,17.7,16.75552136,12.45690484,29.7,13.31597555,43.4,39.07819924,30595.0,12.5,6.2,low,extremely_populated
Tennessee,Shelby,936990,55.35288072,21.4,20.61182374,13.61251901,35.5,13.78464316,63.2,38.12760073,26963.0,12.9,9.4,low,extremely_populated
Texas,Loving,76,63.63636364,16.4,15.31215414,9.576598445,28.9,10.98431527,27.6,32.59471262,32707.0,25.4,0.0,high,under_populated
Texas,King,274,37.36263736,3.3,17.41464744,10.93479853,22.7,11.9452858,23.4,29.97266299,30016.0,19.4,4.1,high,under_populated
Texas,Kenedy,558,33.97129187,22.8,30.34769831,15.31545044,23.7,14.40937565,71.3,32.90431135,13822.0,42.4,0.0,low,under_populated
Texas,Eastland,18252,75.69659443,17.6,18.54509811,11.97148282,34.6,13.09232431,19.8,29.43118174,21577.0,17.2,5.0,high,under_populated
Texas,Young,18275,78.07178044,15.3,18.09056381,11.69014811,34.3,12.96103989,20.9,29.26035005,25837.0,18.4,4.0,high,under_populated
Texas,Frio,18542,68.18771626,21.3,28.35128518,13.83944007,24.5,12.55669689,83.2,34.41030292,17547.0,37.2,6.9,high,under_populated
Texas,Deaf Smith,19039,63.28392246,17.2,25.43741696,13.16386575,26.7,12.71493915,73.1,32.52375405,19823.0,28.2,4.9,high,under_populated
Texas,Montague,19384,71.04440275,16.1,16.7049613,11.47055209,30.6,12.92339369,13.4,30.20772029,25403.0,17.9,6.0,high,under_populated
Texas,Tarrant,1000000,60.47396619,14.4,19.94554205,10.77299207,29.5,11.86198096,50.8,34.71893912,29791.0,14.8,6.0,high,extremely_populated
Texas,Dallas,1000000,50.14564864,18.6,19.30899162,12.11587963,30.0,12.49563981,69.2,32.8110438,28552.0,22.0,6.7,high,extremely_populated
Texas,Harris,1000000,54.66704474,17.4,18.85260153,11.00233567,27.7,11.63215651,68.8,33.92419475,29850.0,19.8,7.0,high,extremely_populated
Utah,Daggett,751,88.96551724,4.8,9.708535253,8.317095625,27.8,9.732263661,4.1,26.78546342,27182.0,4.9,4.9,low,under_populated
Utah,Piute,1859,87.9759519,16.7,13.42342519,10.76241254,26.1,11.92918574,4.8,29.19150259,17416.0,17.0,3.8,very low,under_populated
Utah,Rich,2284,76.93548387,15.8,14.00410329,10.91086492,26.1,12.17213243,10.1,28.45828228,19749.0,3.9,5.6,low,under_populated
Utah,San Juan,15540,80.01002004,27.6,21.28153724,15.36691076,35.2,15.6119139,54.7,33.97280781,15817.0,15.8,8.2,low,under_populated
Utah,Duchesne,20078,74.63877182,12.1,13.79511336,11.17123115,29.6,11.98651072,14.3,31.17283873,22941.0,12.7,5.9,low,under_populated
Utah,Carbon,20733,72.90922999,15.5,16.05402636,12.33394291,27.3,12.94250922,16.8,29.04068871,21953.0,12.1,7.6,low,under_populated
Utah,Sevier,20913,77.39980719,14.5,14.61232128,10.99705456,29.4,12.07570879,7.8,29.50947585,20074.0,10.6,5.3,low,under_populated
Utah,Wasatch,27895,71.28671475,8.8,11.35705419,9.656873065,23.6,10.66688112,16.1,28.19255035,28818.0,7.7,3.7,low,under_populated
Utah,Davis,329292,77.59879454,7.2,11.08990383,9.891797817,26.3,10.71578535,15.3,29.38911791,27059.0,4.5,3.7,low,extremely_populated
Utah,Utah,564177,67.60390665,12.5,12.62672969,9.972177984,25.0,10.55017852,16.6,29.33796222,22088.0,6.4,4.9,very low,extremely_populated
Utah,Salt Lake,1000000,66.71349569,11.4,13.63954346,9.981335732,24.5,10.95158594,27.4,29.54212964,28578.0,10.2,5.1,low,extremely_populated
Vermont,Essex,6173,80.15239478,14.8,15.66272388,11.55680435,28.6,13.34667964,4.3,32.70199176,22191.0,15.7,7.1,high,under_populated
Vermont,Grand Isle,6945,82.40647118,7.5,11.94318159,9.706024304,30.4,11.68960483,6.8,30.7920147,35613.0,6.3,6.1,high,average_populated
Vermont,Lamoille,25136,72.51814839,12.8,11.31451774,9.987080534,23.8,12.23794709,5.1,26.90029455,29180.0,8.2,3.9,high,under_populated
Vermont,Caledonia,30859,72.18765351,12.4,13.81302679,10.25638362,31.8,12.65834977,4.7,29.1502436,24948.0,9.4,6.3,high,under_populated
Vermont,Bennington,36503,73.34360555,13.4,12.62646206,10.26272659,29.6,12.71224715,5.2,30.37891802,30197.0,9.4,5.4,high,under_populated
Vermont,Addison,36926,74.07859906,8.7,9.683870326,8.612718879,25.5,10.92346992,6.9,28.62023519,30154.0,7.5,5.0,high,under_populated
Vermont,Windham,43609,67.78951773,14.0,12.32834158,10.26671887,24.2,12.64475389,6.3,26.86212689,28923.0,8.5,6.0,high,under_populated
Vermont,Franklin,48625,74.50220644,8.6,13.17820597,10.36719299,34.3,12.59629976,5.7,34.79236505,28892.0,10.3,5.0,high,under_populated
Vermont,Washington,58963,70.79831088,11.4,11.94769512,10.03267051,22.7,12.32695216,5.5,27.11921562,31464.0,6.4,4.6,high,average_populated
Vermont,Rutland,60133,72.50347982,12.3,13.92680472,10.25882294,31.4,12.43202708,4.2,31.00889957,27795.0,9.1,5.5,high,under_populated
Vermont,Chittenden,160510,62.97400612,11.5,9.925446379,9.043388094,21.1,11.35829837,10.4,26.83728427,34658.0,6.1,4.5,high,extremely_populated
Virginia,Highland,2230,81.92341941,12.6,14.1847045,10.46821596,26.5,11.89096162,0.4,32.21723416,28736.0,15.9,1.3,low,under_populated
Virginia,Norton City,3978,46.34414514,26.5,18.64433469,13.00192016,31.8,14.13726804,13.7,36.3125479,19522.0,17.2,13.6,high,extremely_populated
Virginia,Bath,4558,72.18609305,8.4,16.54532901,11.66688359,25.2,12.90721025,8.3,33.60159502,28210.0,12.7,8.7,low,under_populated
Virginia,Lee,24911,70.66346049,26.1,19.33215227,13.80825155,37.2,14.3308584,7.1,34.61624505,17820.0,24.6,12.3,low,under_populated
Virginia,King George,25260,77.05152148,5.6,14.57431719,9.738200134,30.2,11.0797624,26.2,34.64510403,35201.0,7.2,6.5,high,extremely_populated
Virginia,Salem City,25290,64.92257869,9.4,13.47516798,10.06751182,27.0,11.4204184,14.3,33.40488521,28892.0,10.5,5.0,high,extremely_populated
Virginia,Fluvanna,26046,83.88538915,6.9,13.40020848,9.629844643,30.4,10.99585882,21.3,35.16295578,30230.0,10.7,5.3,high,average_populated
Virginia,Winchester City,27349,46.90164866,14.6,16.54518045,11.28245735,33.9,12.19725195,32.4,35.4002971,26984.0,16.5,5.1,high,extremely_populated
Virginia,Prince William,443630,73.18915379,7.0,15.27954776,9.311323805,30.3,10.24570904,54.5,37.96108389,37063.0,11.0,5.4,high,extremely_populated
Virginia,Virginia Beach City,449733,64.08293461,8.2,11.78679379,9.399567421,26.9,10.54566347,37.1,36.22103832,33250.0,6.8,5.8,high,extremely_populated
Virginia,Fairfax,1000000,68.03093952,6.0,9.985845701,7.790317899,21.7,9.055649801,47.7,32.27067146,51851.0,8.3,4.7,high,extremely_populated
Washington,Garfield,2231,70.11033099,11.3,17.01192792,12.18507205,33.1,13.19420086,7.8,27.31610981,23313.0,3.6,4.4,low,under_populated
Washington,Columbia,3971,68.77133106,14.8,17.60191536,12.5216384,35.3,13.86307929,12.1,27.79655731,26536.0,10.1,9.0,high,under_populated
Washington,Wahkiakum,4051,85.84598699,14.1,13.68391793,11.49908661,35.5,13.25995187,10.3,26.46721529,27619.0,6.9,7.0,high,under_populated
Washington,Walla Walla,59809,64.56241033,16.5,16.38565636,11.74288905,27.2,12.59329592,27.4,27.0450891,24736.0,11.4,6.4,high,under_populated
Washington,Mason,61060,76.62205226,17.0,15.80610419,12.14065276,35.8,13.26150381,18.3,32.7460937,25628.0,12.6,10.8,high,under_populated
Washington,Grays Harbor,71233,66.21377773,16.6,17.60665841,12.73312245,35.8,13.52303019,20.0,32.36485023,23799.0,11.8,12.1,high,under_populated
Washington,Clallam,72969,70.65257241,15.7,16.22304139,12.31680527,29.2,13.3072974,16.4,29.03335395,26967.0,8.1,9.3,low,under_populated
Washington,Chelan,74761,65.81781868,12.6,17.16392855,11.52501845,26.6,12.82300103,31.2,28.37466803,26109.0,17.4,6.8,high,under_populated
Washington,Snohomish,758649,66.79712981,9.3,14.40397112,10.54412679,28.9,10.97991282,28.0,34.78382037,33883.0,8.2,6.2,high,extremely_populated
Washington,Pierce,832896,61.65899169,12.7,15.84061858,11.68365765,31.1,12.99031978,31.4,35.61900302,29750.0,9.0,7.8,high,extremely_populated
Washington,King,1000000,57.11963698,10.7,10.94128579,8.62673833,22.0,10.68055366,37.8,28.86866487,43629.0,7.5,5.5,high,extremely_populated
West Virginia,Wirt,5826,81.99279712,15.2,23.64125198,16.55132342,39.2,17.08647371,2.6,38.70031347,22021.0,16.7,5.4,low,under_populated
West Virginia,Tucker,6922,79.31034483,13.3,20.54577057,14.49139669,30.9,15.4138764,2.3,34.97080781,22958.0,12.7,8.2,low,under_populated
West Virginia,Pendleton,7291,81.19847812,18.2,23.25033555,15.75773988,31.9,16.43854323,5.1,36.85168159,23325.0,19.0,4.3,low,under_populated
West Virginia,Hampshire,23455,69.94722136,16.9,21.99130021,15.30688992,40.9,15.84771227,3.9,39.31084005,19997.0,20.0,7.6,low,under_populated
West Virginia,Brooke,23473,74.69117204,12.7,19.89211193,14.21226758,35.9,15.24077644,4.1,35.88922553,24428.0,9.9,4.1,low,extremely_populated
West Virginia,Boone,23645,75.64494972,26.0,27.35259772,17.78067023,40.6,17.87421463,2.1,42.45850439,20711.0,20.8,9.6,low,under_populated
West Virginia,Upshur,24632,75.22925997,17.9,23.95115449,16.31224689,32.4,16.56899007,3.6,39.39997609,21361.0,16.1,7.7,low,under_populated
West Virginia,Mingo,25549,73.98811734,26.0,28.43047804,18.87823053,36.8,18.85896147,4.0,39.97399733,19502.0,26.1,15.8,low,under_populated
West Virginia,Monongalia,102827,56.23841878,22.2,19.24541487,14.32176837,29.8,14.94983214,11.4,37.14970474,28041.0,8.4,6.1,high,extremely_populated
West Virginia,Berkeley,110173,74.06850614,13.2,20.18450974,14.0550612,36.8,14.4270347,14.9,42.95059689,27015.0,12.8,9.0,low,extremely_populated
West Virginia,Kanawha,189636,68.83190453,16.0,21.81569505,14.10898951,37.6,16.25572393,12.1,38.23993283,28030.0,12.0,6.4,low,extremely_populated
Wisconsin,Menominee,4457,65.55786556,33.1,26.94660876,18.58689451,43.2,18.51351395,90.9,40.03639623,15171.0,10.7,11.0,high,under_populated
Wisconsin,Florence,4474,84.7761194,8.0,12.73480836,10.09027099,33.8,11.14735098,1.7,31.38510899,28358.0,7.2,7.6,high,under_populated
Wisconsin,Iron,5850,74.89177489,12.8,13.41298127,10.74894474,26.1,11.96220252,3.8,32.55291458,25536.0,6.6,7.2,high,under_populated
Wisconsin,Oconto,37475,83.00501882,9.0,12.43987953,9.582321856,37.3,10.72340074,4.6,32.67447012,27623.0,9.6,5.0,very high,under_populated
Wisconsin,Pierce,40881,72.35634802,12.0,11.44141438,9.375555251,27.0,10.60673801,5.1,32.0395291,30009.0,5.3,2.8,very high,under_populated
Wisconsin,Marinette,41090,74.66051205,13.1,15.13518608,11.17172772,30.8,11.77952482,4.2,34.20792094,25231.0,8.6,6.6,high,under_populated
Wisconsin,Shawano,41384,76.5614901,11.4,14.13153242,10.4306203,36.2,11.56603478,12.6,33.07135788,25286.0,9.4,4.5,high,under_populated
Wisconsin,Polk,43483,78.38265808,9.9,12.58909883,10.14153338,32.6,11.18006482,4.6,30.54606433,27066.0,7.2,5.8,very high,under_populated
Wisconsin,Waukesha,395377,76.40020819,5.2,10.11486631,8.476046042,26.4,9.873065156,10.5,30.54972124,40174.0,4.1,3.7,high,extremely_populated
Wisconsin,Dane,516818,57.99034125,12.7,11.99054712,9.137529746,22.6,10.41817029,19.4,28.03612258,35687.0,4.7,4.4,very high,extremely_populated
Wisconsin,Milwaukee,955306,49.48831366,21.2,18.39096687,11.92232028,32.2,13.43463096,47.3,35.96534246,25881.0,13.1,8.1,very high,extremely_populated
Wyoming,Niobrara,2498,75.97137014,13.6,15.55867424,11.7120399,26.5,13.1450417,10.5,30.59812685,23356.0,11.1,0.5,high,under_populated
Wyoming,Hot Springs,4781,76.0977818,11.2,14.23377827,10.48302231,32.8,11.38864164,5.8,31.37856747,29499.0,8.4,3.5,high,under_populated
Wyoming,Weston,7175,77.69431744,14.7,13.93402474,10.46710804,33.3,11.43210215,7.8,30.22593971,29493.0,8.6,3.6,high,under_populated
Wyoming,Converse,14223,71.98379075,8.4,14.34261312,10.20819338,31.7,10.68216164,11.2,28.32697691,31470.0,9.8,5.3,high,under_populated
Wyoming,Carbon,15696,68.30152973,14.3,15.65532581,10.42512383,30.4,11.16577892,22.1,30.71021443,27399.0,9.6,4.1,high,under_populated
Wyoming,Lincoln,18543,78.74204947,8.8,12.46549708,9.773976062,26.8,11.0405252,7.4,28.9066143,29748.0,6.9,5.6,high,under_populated
Wyoming,Uinta,20893,75.26826115,16.8,15.53746378,11.21892548,35.8,11.90258224,12.3,31.09048541,25636.0,10.4,6.4,high,under_populated
Wyoming,Teton,22623,57.73094562,7.3,11.91435829,9.423727405,12.4,10.32218081,18.8,26.5517424,46499.0,4.6,2.1,very high,under_populated
Wyoming,Campbell,48473,72.19807868,8.1,12.61890505,9.59251466,31.9,10.66606749,12.2,34.97671666,33317.0,8.3,4.7,high,under_populated
Wyoming,Natrona,80871,67.03905513,10.5,14.52651899,9.941661759,31.8,11.048662,13.0,30.2283542,30902.0,8.3,4.9,high,under_populated
Wyoming,Laramie,96459,69.76186222,10.4,13.15294818,9.825271119,30.0,10.67462685,21.0,32.27794959,30249.0,6.7,5.6,high,under_populated
